Stock_Actual,Consumo_Diario,Lead_Time,Ocupacion_Albergue,Pacientes_Alto_Riesgo,Ocupacion_Total,Punto_Reorden,Ratio_Stock,Necesita_Reabastecimiento
526,19.96,6,0.0,0,1,119.76,4.392117568470273,1
529,25.8,7,1.5,0,1,180.6,2.929125138427464,1
365,29.66,8,0.0,0,1,237.28,1.5382670262980445,2
422,22.63,7,0.0,0,1,158.41,2.6639732340130045,1
388,23.42,10,0.0,0,1,234.2,1.6567036720751491,2
303,30.02,9,1.58,0,1,270.18,1.1214745725072175,2
474,27.46,14,0.0,0,1,384.44,1.2329622307772343,2
409,19.6,2,3.03,0,1,39.2,10.433673469387754,0
296,23.0,2,0.0,0,1,46.0,6.434782608695652,0
317,22.41,8,2.37,0,1,179.28,1.7681838464970996,2
478,17.11,4,0.9,0,1,68.44,6.984219754529515,0
485,25.16,14,0.0,0,1,352.24,1.3769021121962297,2
409,23.68,11,0.0,0,1,260.48,1.5701781326781326,2
451,16.54,2,2.47,0,1,33.08,13.633615477629988,0
343,15.7,10,0.0,0,1,157.0,2.1847133757961785,2
698,19.39,12,2.87,0,1,232.68,2.999828090080797,1
574,15.13,10,3.46,0,1,151.3,3.793787177792465,1
586,20.09,13,4.22,0,1,261.17,2.243749282076808,1
438,12.15,11,2.58,0,1,133.65,3.277216610549944,1
348,24.66,4,1.65,0,1,98.64,3.5279805352798053,1
309,21.78,13,0.0,0,1,283.14,1.0913329095147275,2
354,18.54,6,0.75,0,1,111.24,3.182308522114348,1
565,23.54,2,0.12,0,1,47.08,12.000849617672047,0
380,17.7,14,2.2,0,1,247.8,1.533494753833737,2
556,11.59,10,2.41,0,1,115.9,4.797238999137187,1
575,18.79,12,0.0,0,1,225.48,2.550115309561824,1
414,14.26,10,2.93,0,1,142.6,2.903225806451613,1
439,14.96,11,0.0,0,1,164.56,2.667719980554205,1
590,24.3,12,0.3,0,1,291.6,2.023319615912208,2
418,18.63,14,0.0,0,1,260.82,1.6026378345218926,2
403,14.05,5,2.34,0,1,70.25,5.736654804270462,0
462,18.48,14,0.0,0,1,258.72,1.7857142857142856,2
466,27.35,14,1.47,0,1,382.9,1.2170279446330634,2
225,16.42,9,0.0,0,1,147.78000000000003,1.522533495736906,2
243,17.47,14,0.0,0,1,244.58,0.9935399460299288,2
746,19.33,3,0.0,0,1,57.99,12.864286946025178,0
444,14.96,13,1.09,0,1,194.48,2.2830111065405183,1
327,19.94,14,0.0,0,1,279.16,1.1713712566270238,2
441,20.45,7,0.36,0,1,143.15,3.080684596577017,1
409,23.07,6,0.0,0,1,138.42000000000002,2.954775321485334,1
566,19.88,6,0.0,0,1,119.28,4.745137491616365,1
388,16.62,3,0.91,0,1,49.86,7.781789009225832,0
366,19.27,3,0.0,0,1,57.81,6.331084587441619,0
402,22.78,3,3.03,0,1,68.34,5.88235294117647,0
719,15.37,2,2.38,0,1,30.74,23.389720234222512,0
508,25.01,8,1.97,0,1,200.08,2.5389844062375047,1
386,21.53,2,1.47,0,1,43.06,8.964235949837436,0
333,24.62,5,0.56,0,1,123.1,2.705117790414297,1
410,16.91,2,0.15,0,1,33.82,12.123004139562388,0
662,9.58,10,0.67,0,1,95.8,6.9102296450939455,0
450,15.53,3,0.84,0,1,46.59,9.658725048293626,0
407,18.32,9,0.81,0,1,164.88,2.468461911693353,1
426,18.98,3,4.96,0,1,56.94,7.481559536354057,0
368,17.68,9,0.0,0,1,159.12,2.312719959778783,1
371,24.58,4,0.0,0,1,98.32,3.773393002441009,1
275,22.39,5,4.27,0,1,111.95,2.4564537740062526,1
390,18.55,14,0.0,0,1,259.7,1.5017327685791295,2
373,18.86,12,0.0,0,1,226.32,1.648108872393072,2
654,17.62,4,0.37,0,1,70.48,9.279228149829738,0
244,17.51,7,3.83,0,1,122.57,1.9906991922982784,2
541,21.08,13,0.0,0,1,274.04,1.9741643555685304,2
358,20.05,10,2.69,0,1,200.5,1.7855361596009975,2
539,24.41,2,0.39,0,1,48.82,11.040557148709546,0
456,13.31,3,0.18,0,1,39.93,11.419984973703984,0
422,19.42,2,3.8,0,1,38.84,10.865087538619978,0
384,21.02,10,2.35,0,1,210.2,1.8268315889628923,2
499,10.94,3,1.48,0,1,32.82,15.204143814747106,0
732,13.08,11,0.0,0,1,143.88,5.087572977481234,1
302,11.24,12,0.0,0,1,134.88,2.239027283511269,1
470,18.89,3,3.97,0,1,56.67,8.293629786483148,0
703,23.0,8,1.15,0,1,184.0,3.820652173913044,1
456,18.2,4,0.39,0,1,72.8,6.263736263736264,0
389,14.93,3,1.71,0,1,44.79,8.684974324626033,0
378,14.85,9,0.68,0,1,133.65,2.8282828282828283,1
379,20.95,6,0.0,0,1,125.7,3.015115354017502,1
428,14.25,7,2.85,0,1,99.75,4.290726817042606,1
382,21.75,3,0.82,0,1,65.25,5.854406130268199,0
390,27.32,11,0.36,0,1,300.52,1.297750565686144,2
432,15.67,7,2.15,0,1,109.69,3.9383717750022793,1
334,24.64,7,0.0,0,1,172.48000000000002,1.9364564007421148,2
282,25.67,9,3.1,0,1,231.03000000000003,1.22062069861057,2
470,24.58,6,1.95,0,1,147.48,3.186872796311365,1
260,19.06,12,1.72,0,1,228.72,1.1367611052815672,2
333,15.97,8,0.0,0,1,127.76,2.6064495929868503,1
596,17.83,13,2.83,0,1,231.79,2.571292980715303,1
485,23.57,2,0.0,0,1,47.14,10.288502333474757,0
248,18.35,5,0.94,0,1,91.75,2.70299727520436,1
461,24.42,14,1.19,0,1,341.88,1.3484263484263483,2
612,10.21,10,0.0,0,1,102.1,5.994123408423114,0
307,16.98,8,3.95,0,1,135.84,2.2600117785630154,1
477,20.06,5,0.0,0,1,100.3,4.755732801595214,1
646,16.53,2,0.0,0,1,33.06,19.54022988505747,0
389,18.02,5,0.01,0,1,90.1,4.317425083240844,1
577,18.43,9,3.34,0,1,165.87,3.478627841080364,1
559,17.54,2,0.0,0,1,35.08,15.935005701254276,0
399,25.73,4,0.0,0,1,102.92,3.87679751263117,1
364,24.51,5,1.89,0,1,122.55,2.9702162382700936,1
454,19.37,13,2.05,0,1,251.81,1.802946666137167,2
478,19.4,4,2.25,0,1,77.6,6.15979381443299,0
402,13.32,14,1.47,0,1,186.48,2.155727155727156,2
448,24.39,12,0.81,0,1,292.68,1.5306819734864014,2
537,19.09,10,1.3,0,1,190.9,2.812991094814038,1
372,18.15,4,0.0,0,1,72.6,5.123966942148761,1
508,27.97,3,0.06,0,1,83.91,6.0541055893218925,0
358,15.37,4,2.8,0,1,61.48,5.823031880286273,0
712,22.06,10,0.35,0,1,220.6,3.227561196736174,1
414,27.22,5,0.0,0,1,136.1,3.041880969875092,1
592,24.43,5,1.26,0,1,122.15,4.846500204666394,1
393,11.77,8,0.0,0,1,94.16,4.17374681393373,1
341,29.1,7,0.0,0,1,203.7,1.674030436917035,2
512,11.58,12,2.16,0,1,138.96,3.684513529073114,1
430,19.26,3,0.19,0,1,57.78,7.4420214607130495,0
589,19.77,5,0.0,0,1,98.85,5.958523014668691,0
298,11.73,6,3.46,0,1,70.38,4.234157431088378,1
289,23.25,5,0.0,0,1,116.25,2.486021505376344,1
274,17.91,6,0.0,0,1,107.46,2.549785966871394,1
470,16.6,11,0.18,0,1,182.6,2.5739320920043807,1
463,21.87,3,1.98,0,1,65.61,7.0568510897729,0
694,23.69,3,0.0,0,1,71.07000000000001,9.765020402420149,0
604,20.15,11,0.0,0,1,221.65,2.725016918565306,1
571,20.3,8,0.0,0,1,162.4,3.5160098522167487,1
517,14.02,5,0.0,0,1,70.1,7.375178316690443,0
624,15.36,12,0.78,0,1,184.32,3.385416666666667,1
474,12.67,3,0.0,0,1,38.01,12.470402525651146,0
462,24.3,8,0.0,0,1,194.4,2.376543209876543,1
433,27.59,14,3.51,0,1,386.26,1.1210065758815306,2
431,17.02,12,0.0,0,1,204.24,2.1102624363493927,2
511,19.56,12,1.49,0,1,234.72,2.17706203135651,2
496,22.49,14,0.0,0,1,314.86,1.575303309407356,2
373,27.74,7,0.0,0,1,194.18,1.920898135750335,2
381,24.6,14,0.0,0,1,344.40000000000003,1.1062717770034842,2
482,18.24,12,0.0,0,1,218.88,2.202119883040936,1
545,22.87,14,1.17,0,1,320.18,1.7021675307639452,2
552,22.4,12,0.0,0,1,268.79999999999995,2.053571428571429,2
369,17.19,14,0.35,0,1,240.66000000000005,1.5332834704562452,2
377,22.79,3,3.74,0,1,68.37,5.514114377651016,1
593,17.52,13,0.94,0,1,227.76,2.603617843343871,1
700,26.16,10,0.0,0,1,261.6,2.675840978593272,1
649,17.14,9,0.0,0,1,154.26,4.207182678594581,1
556,15.22,5,0.0,0,1,76.10000000000001,7.306176084099868,0
388,19.25,5,1.85,0,1,96.25,4.031168831168831,1
647,16.71,2,1.02,0,1,33.42,19.35966487133453,0
345,17.0,4,0.0,1,1,68.0,5.073529411764706,1
337,10.43,10,0.0,0,1,104.3,3.231064237775647,1
455,18.14,6,0.07,0,1,108.84,4.180448364571848,1
385,21.44,2,0.0,0,1,42.88,8.978544776119403,0
436,21.38,11,0.0,0,1,235.18,1.8538991410834256,2
480,26.45,9,0.07,0,1,238.05,2.0163831127914307,2
278,20.16,14,0.0,0,1,282.24,0.9849773242630384,2
306,19.25,14,0.0,0,1,269.5,1.1354359925788498,2
458,18.44,10,0.0,1,1,184.4,2.4837310195227764,1
268,22.82,12,0.0,0,1,273.84000000000003,0.978673678060181,2
712,7.72,3,0.0,0,1,23.16,30.7426597582038,0
363,24.31,8,0.0,0,1,194.48,1.8665158371040724,2
346,19.97,2,2.67,0,1,39.94,8.662994491737606,0
362,29.49,8,0.0,0,1,235.92,1.5344184469311632,2
584,21.03,7,1.27,0,1,147.21,3.967121798790843,1
410,28.78,10,5.22,0,1,287.8,1.4246004169562196,2
793,16.79,4,2.51,0,1,67.16,11.80762358546754,0
726,17.59,5,2.55,0,1,87.95,8.254690164866402,0
521,21.92,11,1.44,1,1,241.12,2.160749834107498,2
510,18.89,8,0.0,0,1,151.12,3.374801482265749,1
423,20.05,9,0.0,0,1,180.45,2.3441396508728176,1
747,29.4,8,1.17,0,1,235.2,3.1760204081632653,1
376,22.01,8,2.13,0,1,176.08,2.1353930031803725,2
527,18.3,13,0.0,0,1,237.9,2.2152164775115595,1
356,23.69,12,0.0,0,1,284.28000000000003,1.252286478120163,2
549,14.77,2,2.74,0,1,29.54,18.584969532836837,0
415,16.2,3,0.0,0,1,48.6,8.539094650205762,0
348,19.81,5,2.17,0,1,99.05,3.513377082281676,1
336,17.58,8,0.62,0,1,140.64,2.389078498293516,1
523,29.39,3,1.99,0,1,88.17,5.9317228082114095,0
305,16.78,7,0.0,0,1,117.46,2.5966286395368634,1
532,17.44,8,0.0,0,1,139.52,3.813073394495413,1
364,21.96,13,1.16,0,1,285.48,1.275045537340619,2
609,14.28,4,0.42,0,1,57.12,10.661764705882351,0
446,19.39,10,0.78,0,1,193.9,2.300154718927282,1
399,9.31,11,3.27,0,1,102.41,3.896103896103896,1
649,15.45,11,0.0,0,1,169.95,3.818770226537217,1
432,13.33,12,2.93,0,1,159.96,2.700675168792198,1
595,18.7,5,0.0,0,1,93.5,6.363636363636363,0
489,19.06,11,0.94,0,1,209.66,2.332347610416865,1
505,15.73,11,1.48,0,1,173.03,2.9185690342715134,1
240,18.83,7,0.0,0,1,131.81,1.8208026705105835,2
429,24.16,8,0.69,0,1,193.28,2.2195778145695364,1
486,20.44,5,0.0,0,1,102.2,4.755381604696673,1
485,27.81,4,0.0,0,1,111.24,4.359942466738583,1
369,22.22,14,4.5,0,1,311.08,1.1861900475761862,2
378,18.6,12,0.0,0,1,223.2,1.693548387096774,2
365,14.64,3,2.29,0,1,43.92,8.31056466302368,0
685,20.45,11,0.97,0,1,224.95,3.045121138030673,1
489,14.0,2,2.33,0,1,28.0,17.464285714285715,0
536,11.36,7,2.05,0,1,79.52,6.740442655935614,0
640,20.33,10,0.0,0,1,203.3,3.148057058534186,1
287,18.8,10,3.69,0,1,188.0,1.5265957446808511,2
316,31.0,7,0.0,1,1,217.0,1.456221198156682,2
358,22.46,9,0.38,0,1,202.14,1.7710497674878796,2
728,17.6,4,4.76,0,1,70.4,10.34090909090909,0
576,17.39,10,1.64,0,1,173.9,3.3122484186313974,1
419,18.04,3,1.63,0,1,54.12,7.742054693274206,0
404,24.82,14,2.6,0,1,347.48,1.1626568435593414,2
315,11.32,3,0.0,0,1,33.96,9.275618374558304,0
599,18.08,9,0.0,0,1,162.71999999999997,3.6811701081612593,1
278,27.74,6,0.0,0,1,166.44,1.6702715693342949,2
640,19.81,2,1.04,0,1,39.62,16.153457849570923,0
295,14.48,10,0.84,0,1,144.8,2.0372928176795577,2
624,23.78,2,0.91,0,1,47.56,13.12026913372582,0
269,21.84,14,0.0,0,1,305.76,0.8797749869178441,2
499,14.42,8,1.02,0,1,115.36,4.325589459084605,1
624,22.74,13,0.0,0,1,295.62,2.1108179419525066,2
655,21.42,5,0.0,0,1,107.1,6.1157796451914095,0
433,22.28,10,0.0,0,1,222.8,1.9434470377019748,2
421,20.02,3,0.0,0,1,60.06,7.009657009657009,0
325,18.79,13,1.24,0,1,244.27,1.3304949441192124,2
376,15.64,5,4.41,0,1,78.2,4.8081841432225065,1
357,27.72,8,3.97,0,1,221.76,1.6098484848484849,2
645,12.75,3,1.3,0,1,38.25,16.862745098039216,0
223,28.69,9,0.0,0,1,258.21000000000004,0.8636381240075905,2
562,23.5,9,3.16,0,1,211.5,2.657210401891253,1
319,14.09,12,0.0,0,1,169.07999999999998,1.886680861130826,2
301,9.59,6,1.23,0,1,57.54,5.231143552311436,1
481,21.16,9,0.0,0,1,190.44,2.525729888678849,1
730,20.45,14,0.0,0,1,286.3,2.549772965420887,1
242,32.13,8,0.32,1,1,257.04,0.9414877061935883,2
556,12.08,2,0.0,0,1,24.16,23.013245033112582,0
415,8.92,10,2.61,0,1,89.2,4.6524663677130045,1
370,16.75,3,1.43,0,1,50.25,7.36318407960199,0
374,18.03,9,0.01,0,1,162.27,2.3048006409071298,1
433,21.39,2,0.24,0,1,42.78,10.121552127162223,0
511,23.84,6,0.01,0,1,143.04,3.572427293064877,1
432,11.94,11,0.0,0,1,131.34,3.2891731384193696,1
660,26.18,12,0.0,0,1,314.16,2.100840336134454,2
549,26.28,14,2.42,0,1,367.92,1.4921722113502935,2
710,19.75,13,3.27,0,1,256.75,2.765335929892892,1
610,21.26,2,1.45,0,1,42.52,14.346190028222011,0
202,17.4,13,0.0,0,1,226.2,0.8930150309460655,2
383,14.08,2,0.0,0,1,28.16,13.600852272727272,0
666,24.74,7,3.69,0,1,173.17999999999998,3.845709666243216,1
534,17.92,5,0.0,0,1,89.60000000000001,5.959821428571428,0
386,16.59,3,4.03,0,1,49.77,7.75567611010649,0
437,19.91,8,0.0,0,1,159.28,2.743596182822702,1
413,22.0,11,1.08,0,1,242.0,1.706611570247934,2
504,23.44,10,2.96,0,1,234.4,2.150170648464164,2
376,25.47,6,0.0,0,1,152.82,2.460410940976312,1
375,22.44,14,3.82,0,1,314.16,1.193659281894576,2
760,10.22,14,0.0,0,1,143.08,5.311713726586524,1
404,20.19,10,0.0,0,1,201.9,2.0009905894006934,2
455,25.12,11,0.0,0,1,276.32,1.646641574985524,2
683,13.94,3,2.96,0,1,41.82,16.331898613103778,0
294,13.39,7,0.0,0,1,93.73,3.1366691560866315,1
626,26.73,3,1.83,0,1,80.19,7.8064596583115105,0
764,20.39,13,2.41,0,1,265.07,2.882257516882333,1
359,14.97,12,0.0,0,1,179.64,1.9984413270986416,2
701,15.22,10,0.0,0,1,152.20000000000002,4.605781865965834,1
611,16.19,4,3.65,0,1,64.76,9.434836318715256,0
499,16.39,5,1.53,0,1,81.95,6.089078706528371,0
572,25.52,4,0.69,0,1,102.08,5.603448275862069,0
546,34.41,14,1.51,0,1,481.74,1.1333914559721012,2
451,22.21,11,4.28,0,1,244.31,1.846015308419631,2
798,11.55,8,0.0,0,1,92.4,8.636363636363637,0
367,16.16,3,0.0,0,1,48.48,7.570132013201319,0
425,24.59,2,0.0,0,1,49.18,8.641724278161854,0
589,24.4,12,2.56,0,1,292.79999999999995,2.011612021857924,2
490,13.94,8,1.99,0,1,111.52,4.393830703012912,1
371,26.78,6,3.03,0,1,160.68,2.308937017674882,1
687,17.24,12,8.05,0,1,206.88,3.3207656612529,1
644,21.07,11,2.83,0,1,231.77,2.778616732105104,1
476,23.02,6,2.42,0,1,138.12,3.4462785983203013,1
494,20.83,2,0.0,0,1,41.66,11.85789726356217,0
375,22.45,14,0.14,0,1,314.3,1.1931275851097678,2
525,31.53,4,1.3,0,1,126.12,4.162702188392007,1
327,24.59,3,0.0,0,1,73.77,4.432696217974787,1
399,19.59,13,0.0,0,1,254.67,1.5667334197196372,2
515,26.18,14,2.03,0,1,366.52,1.4051074975444724,2
488,17.52,6,0.99,0,1,105.12,4.642313546423135,1
358,20.9,5,1.01,0,1,104.5,3.425837320574163,1
381,26.2,4,2.88,0,1,104.8,3.635496183206107,1
774,21.57,2,0.0,0,1,43.14,17.941585535465926,0
346,14.49,10,0.0,0,1,144.9,2.387853692201518,1
468,21.81,11,0.0,0,1,239.91,1.9507315243216208,2
581,28.18,13,0.91,0,1,366.34,1.5859583993011956,2
348,29.88,13,0.0,0,1,388.44,0.8958912573370404,2
357,18.76,11,0.0,0,1,206.36,1.7299864314789686,2
319,30.04,6,0.0,0,1,180.24,1.7698624056813137,2
532,17.96,4,0.74,0,1,71.84,7.405345211581292,0
573,16.01,3,0.0,0,1,48.03,11.930043722673329,0
490,17.24,10,3.17,0,1,172.39999999999998,2.8422273781902554,1
494,20.57,5,0.0,0,1,102.85,4.803111327175499,1
504,17.23,7,0.0,0,1,120.61,4.178757980266976,1
277,11.53,4,2.43,0,1,46.12,6.0060711188204685,0
587,24.4,3,0.34,0,1,73.19999999999999,8.01912568306011,0
548,19.83,3,0.0,0,1,59.49,9.21163220709363,0
347,12.82,7,0.27,0,1,89.74000000000001,3.8667260976153326,1
700,16.62,14,2.28,0,1,232.68,3.0084235860409145,1
413,13.78,6,0.0,0,1,82.67999999999999,4.99516207063377,1
567,16.1,14,0.74,0,1,225.40000000000003,2.5155279503105588,1
410,19.36,14,0.0,0,1,271.04,1.5126918536009446,2
519,25.46,8,0.0,0,1,203.68,2.548114689709348,1
450,18.01,8,2.09,0,1,144.08,3.1232648528595224,1
564,18.12,11,2.05,0,1,199.32,2.829620710415412,1
507,24.95,11,3.64,0,1,274.45,1.847331025687739,2
504,24.76,3,1.98,0,1,74.28,6.78513731825525,0
375,23.04,8,0.27,0,1,184.32,2.034505208333333,2
349,14.9,5,2.82,0,1,74.5,4.684563758389261,1
295,15.09,9,0.0,0,1,135.81,2.17215227155585,2
480,18.43,14,0.0,0,1,258.02,1.860320905356174,2
491,21.71,12,0.74,0,1,260.52,1.884692154153232,2
467,19.96,8,2.99,0,1,159.68,2.9245991983967934,1
666,29.57,3,0.0,0,1,88.71000000000001,7.507609063239769,0
483,25.25,4,1.13,0,1,101.0,4.782178217821782,1
890,18.53,3,2.84,0,1,55.59,16.01007375427235,0
458,29.67,7,0.32,0,1,207.69,2.205209687515046,1
482,19.43,12,2.62,0,1,233.16,2.067249957110997,2
237,20.2,9,2.42,0,1,181.8,1.3036303630363038,2
516,24.69,7,0.0,0,1,172.83,2.985592779031418,1
591,17.79,3,0.0,0,1,53.37,11.07363687464868,0
599,23.32,4,0.0,0,1,93.28,6.421526586620926,0
593,14.62,14,0.0,0,1,204.68,2.8972053937854216,1
313,23.02,3,0.0,0,1,69.06,4.53229076165653,1
603,19.84,5,2.32,0,1,99.2,6.078629032258064,0
268,23.83,3,0.16,0,1,71.49,3.748776052594769,1
376,20.83,8,2.03,0,1,166.64,2.2563610177628424,1
389,17.98,5,1.84,0,1,89.9,4.327030033370411,1
626,28.22,9,0.0,0,1,253.98,2.464761004803528,1
456,16.54,5,1.25,0,1,82.69999999999999,5.513905683192262,1
599,21.54,11,0.0,0,1,236.94,2.528066177091247,1
570,19.97,10,0.0,0,1,199.7,2.8542814221332,1
277,13.23,14,0.58,0,1,185.22,1.495518842457618,2
608,19.56,6,4.46,0,1,117.36,5.18064076346285,1
812,15.7,12,1.76,0,1,188.4,4.309978768577495,1
756,17.2,6,0.0,0,1,103.2,7.325581395348838,0
356,14.69,7,5.48,0,1,102.83,3.462024700962754,1
408,22.26,2,0.15,0,1,44.52,9.1644204851752,0
602,21.93,10,0.0,0,1,219.3,2.7450980392156863,1
586,26.76,10,1.27,0,1,267.6,2.1898355754857994,2
455,24.73,2,0.0,0,1,49.46,9.199353012535385,0
617,26.86,3,1.57,0,1,80.58,7.65698684537106,0
491,20.03,14,0.0,0,1,280.42,1.750945011054846,2
605,15.1,13,0.0,0,1,196.3,3.0820173204279167,1
755,24.1,13,0.0,0,1,313.3,2.4098308330673475,1
390,24.44,13,0.0,0,1,317.72,1.227495908346972,2
442,11.04,3,1.53,0,1,33.12,13.345410628019325,0
368,22.19,2,0.0,0,1,44.38,8.292023433979269,0
413,14.86,7,2.16,1,1,104.02,3.970390309555855,1
333,18.09,2,0.0,0,1,36.18,9.203980099502488,0
603,15.05,4,0.0,0,1,60.2,10.016611295681065,0
402,23.68,8,0.0,0,1,189.44,2.122043918918919,2
452,26.91,2,2.05,0,1,53.82,8.39836492010405,0
400,13.74,11,0.0,0,1,151.14,2.646552864893476,1
835,15.96,13,2.18,0,1,207.48,4.024484287642182,1
786,26.16,4,0.0,0,1,104.64,7.511467889908257,0
425,22.33,4,0.0,0,1,89.32,4.758172861621138,1
368,4.86,13,2.74,0,1,63.18000000000001,5.824628046850268,0
275,21.54,2,0.11,0,1,43.08,6.38347260909935,0
511,26.28,4,0.01,0,1,105.12,4.861111111111111,1
507,20.66,2,2.08,0,1,41.32,12.270087124878993,0
319,21.63,14,0.23,0,1,302.82,1.0534310811703322,2
401,29.74,10,0.0,0,1,297.4,1.3483523873570948,2
439,21.35,13,1.82,0,1,277.55,1.581696991533057,2
379,10.89,2,0.79,0,1,21.78,17.401285583103764,0
397,16.31,14,1.54,0,1,228.34,1.7386353683104143,2
497,15.0,13,0.28,0,1,195.0,2.5487179487179485,1
550,22.59,14,0.0,0,1,316.26,1.7390754442547272,2
542,23.65,9,0.11,0,1,212.85,2.546394174301151,1
522,15.94,8,0.74,0,1,127.52,4.093475533249687,1
476,17.65,9,0.0,0,1,158.85,2.9965376141013538,1
445,20.98,10,0.0,0,1,209.8,2.121067683508103,2
341,19.84,4,0.0,0,1,79.36,4.296875,1
346,13.67,2,3.38,0,1,27.34,12.655449890270663,0
506,15.99,2,0.0,0,1,31.98,15.8223889931207,0
511,16.55,2,0.97,0,1,33.1,15.438066465256798,0
296,12.41,8,3.83,0,1,99.28,2.9814665592264302,1
427,23.17,3,0.77,0,1,69.51,6.143001007049345,0
660,14.82,12,1.64,0,1,177.84,3.711201079622132,1
578,16.71,12,0.42,0,1,200.52,2.8825054857370835,1
278,24.45,4,0.78,0,1,97.8,2.8425357873210637,1
727,17.2,4,3.03,1,1,68.8,10.56686046511628,0
561,25.11,12,1.46,0,1,301.32,1.8618080446037435,2
475,22.36,2,0.0,0,1,44.72,10.6216457960644,0
282,22.48,13,0.0,0,1,292.24,0.9649603065973172,2
672,20.73,9,0.0,0,1,186.57,3.6018652516481757,1
328,19.12,13,3.61,0,1,248.56,1.3196009011908594,2
414,18.02,12,2.25,0,1,216.24,1.9145394006659264,2
471,19.58,12,0.57,0,1,234.96,2.004596527068437,2
699,21.26,7,0.95,0,1,148.82000000000002,4.696949334766832,1
428,19.07,2,1.53,0,1,38.14,11.221814368117462,0
454,21.1,11,2.09,0,1,232.1,1.956053425247738,2
575,14.29,6,1.28,0,1,85.74,6.706321436902263,0
464,19.81,5,2.51,0,1,99.05,4.684502776375568,1
376,26.03,14,1.7,0,1,364.42,1.031776521595961,2
474,23.23,3,1.9,0,1,69.69,6.801549720189411,0
479,9.88,12,0.0,0,1,118.56,4.040148448043185,1
484,20.68,7,0.13,0,1,144.76,3.3434650455927053,1
518,15.18,3,1.5,0,1,45.54,11.37461572244181,0
605,26.9,8,0.77,0,1,215.2,2.8113382899628254,1
273,16.44,7,0.0,0,1,115.08,2.3722627737226274,1
573,10.34,2,0.79,0,1,20.68,27.70793036750484,0
294,21.53,8,2.79,0,1,172.24,1.706920575940548,2
357,14.14,2,1.65,0,1,28.28,12.623762376237623,0
274,28.62,5,1.19,0,1,143.1,1.914744933612858,2
555,17.48,12,0.47,0,1,209.76,2.6458810068649887,1
339,17.37,9,0.0,0,1,156.33,2.1684897332565725,2
625,26.42,14,1.05,0,1,369.88,1.689737212068779,2
511,11.9,2,2.95,0,1,23.8,21.47058823529412,0
312,19.9,3,0.36,0,1,59.7,5.226130653266332,1
616,16.01,12,1.72,0,1,192.12,3.206329377472413,1
783,15.83,10,0.0,0,1,158.3,4.946304485154769,1
438,18.72,12,0.0,1,1,224.64,1.949786324786325,2
357,35.47,9,1.29,0,1,319.23,1.1183159477492717,2
613,23.61,7,0.0,0,1,165.26999999999998,3.7090821080655902,1
331,26.58,4,0.0,0,1,106.32,3.1132430398796087,1
646,27.41,11,0.34,0,1,301.51,2.1425491691817853,2
648,21.93,3,2.24,0,1,65.78999999999999,9.84952120383037,0
758,17.68,6,0.0,0,1,106.08,7.1455505279034695,0
544,17.6,12,0.0,0,1,211.2,2.575757575757576,1
426,18.1,3,0.37,0,1,54.3,7.845303867403314,0
289,19.64,8,0.43,0,1,157.12,1.839358452138493,2
361,18.38,14,2.72,0,1,257.32,1.4029224312140525,2
366,22.05,9,2.93,0,1,198.45,1.8442932728647008,2
360,22.41,9,2.25,0,1,201.69,1.78491744756805,2
510,21.33,13,1.35,0,1,277.29,1.8392296873309533,2
586,16.7,13,0.0,0,1,217.1,2.6992169507139567,1
596,20.11,12,2.81,0,1,241.32,2.4697497099287253,1
420,18.99,13,3.26,0,1,246.87,1.7013002794993315,2
401,21.08,4,0.0,0,1,84.32,4.7556925996204935,1
427,12.24,14,1.55,0,1,171.36,2.4918300653594767,1
220,18.09,4,0.0,0,1,72.36,3.0403537866224437,1
469,18.25,8,5.13,0,1,146.0,3.212328767123288,1
259,18.74,8,0.19,0,1,149.92,1.727588046958378,2
450,13.78,8,0.0,0,1,110.24,4.08200290275762,1
380,17.58,5,2.99,0,1,87.89999999999999,4.323094425483505,1
634,18.08,12,0.0,0,1,216.96,2.9221976401179943,1
433,24.61,3,4.32,0,1,73.83,5.864824597047271,0
632,15.05,7,0.95,0,1,105.35,5.999050783103939,0
334,22.01,8,2.85,0,1,176.08,1.8968650613357565,2
636,21.27,2,1.44,0,1,42.54,14.950634696755994,0
439,25.05,4,0.0,0,1,100.2,4.3812375249501,1
608,17.52,12,0.69,0,1,210.24,2.8919330289193304,1
200,23.94,11,1.07,0,1,263.34000000000003,0.7594744436849699,2
440,23.01,13,0.0,0,1,299.13,1.4709323705412365,2
390,19.98,12,0.24,0,1,239.76,1.6266266266266267,2
479,22.18,8,1.64,0,1,177.44,2.6995040577096483,1
650,13.92,9,0.33,0,1,125.28,5.18837803320562,1
563,23.83,12,0.85,0,1,285.96,1.9688068261295288,2
600,14.2,6,5.02,0,1,85.19999999999999,7.042253521126762,0
210,23.06,4,0.0,0,1,92.24,2.276669557675629,1
420,16.94,12,1.24,0,1,203.28000000000003,2.066115702479338,2
241,19.61,10,0.0,0,1,196.1,1.2289648138704743,2
672,23.24,4,0.23,0,1,92.96,7.228915662650603,0
420,14.52,11,0.0,1,1,159.72,2.629601803155522,1
682,19.86,14,1.05,0,1,278.04,2.452884477053661,1
456,21.71,14,5.12,0,1,303.94,1.5002961110745543,2
391,17.81,9,0.0,0,1,160.29,2.43932871670098,1
567,17.96,14,5.88,0,1,251.44,2.255011135857461,1
