Fecha,ID_Insumo,Stock_Actual,Consumo_Diario,Lead_Time,Ocupacion_Albergue,Pacientes_Alto_Riesgo,Ocupacion_Total
2024-11-30,alimentos,561,20.04,7,3.73,0,1
2024-12-01,alimentos,547,15.42,7,1.69,0,1
2024-12-02,alimentos,529,19.98,7,1.49,0,1
2024-12-03,alimentos,519,21.45,7,0.0,0,1
2024-12-04,alimentos,504,19.1,7,2.15,0,1
2024-12-05,alimentos,486,20.6,7,1.82,0,1
2024-12-06,alimentos,466,25.61,7,2.24,0,1
2024-12-07,alimentos,445,17.74,7,2.69,0,1
2024-12-08,alimentos,423,23.37,7,2.77,0,1
2024-12-09,alimentos,410,19.05,7,1.66,0,1
2024-12-10,alimentos,388,27.22,7,0.0,0,1
2024-12-11,alimentos,375,13.07,7,2.31,0,1
2024-12-12,alimentos,361,26.62,7,2.92,0,1
2024-12-13,alimentos,341,17.44,7,1.32,0,1
2024-12-14,alimentos,321,30.66,7,0.0,0,1
2024-12-15,alimentos,305,22.28,7,1.57,0,1
2024-12-16,alimentos,287,24.35,7,0.0,0,1
2024-12-17,alimentos,269,19.3,7,0.0,0,1
2024-12-18,alimentos,257,23.5,7,0.88,0,1
2024-12-19,alimentos,242,23.5,7,0.83,0,1
2024-12-20,alimentos,528,19.39,7,0.0,0,1
2024-12-21,alimentos,518,23.92,7,1.89,0,1
2024-12-22,alimentos,502,3.3,7,1.46,0,1
2024-12-23,alimentos,482,16.88,7,0.0,0,1
2024-12-24,alimentos,470,20.21,7,1.87,0,1
2024-12-25,alimentos,448,22.61,7,0.0,0,1
2024-12-26,alimentos,430,24.96,7,3.02,0,1
2024-12-27,alimentos,409,18.84,7,0.0,0,1
2024-12-28,alimentos,394,18.15,7,0.52,0,1
2024-12-29,alimentos,380,24.46,7,0.83,0,1
2024-12-30,alimentos,368,25.86,7,0.82,0,1
2024-01-01,alimentos,555,23.8,2,4.45,0,1
2024-01-02,alimentos,536,19.33,2,2.46,0,1
2024-01-03,alimentos,517,32.84,2,1.31,0,1
2024-01-04,alimentos,500,20.9,2,0.82,1,1
2024-01-05,alimentos,475,21.18,2,2.65,0,1
2024-01-06,alimentos,447,28.26,2,0.0,0,1
2024-01-07,alimentos,431,27.74,2,2.47,0,1
2024-01-08,alimentos,409,23.64,2,0.0,0,1
2024-01-09,alimentos,381,15.59,2,0.0,0,1
2024-01-10,alimentos,372,20.66,2,1.02,0,1
2024-01-11,alimentos,356,22.69,2,0.0,0,1
2024-01-12,alimentos,326,29.86,2,2.45,0,1
2024-01-13,alimentos,308,35.25,2,0.23,1,1
2024-01-14,alimentos,289,17.1,2,2.49,0,1
2024-01-15,alimentos,261,24.36,2,1.81,0,1
2024-01-16,alimentos,243,16.03,2,0.0,0,1
2024-01-17,alimentos,220,19.48,2,0.0,0,1
2024-01-18,alimentos,418,15.76,2,2.21,0,1
2024-01-19,alimentos,392,28.45,2,1.57,0,1
2024-01-20,alimentos,378,21.29,2,0.04,0,1
2024-01-21,alimentos,356,21.57,2,2.31,0,1
2024-01-22,alimentos,328,20.75,2,0.0,1,1
2024-01-23,alimentos,302,21.98,2,0.71,0,1
2024-01-24,alimentos,274,22.15,2,0.0,0,1
2024-01-25,alimentos,254,16.67,2,0.1,0,1
2024-01-26,alimentos,232,11.66,2,1.43,0,1
2024-01-27,alimentos,211,13.46,2,0.0,0,1
2024-01-28,alimentos,586,12.45,2,1.84,1,1
2024-01-29,alimentos,555,21.07,2,1.72,0,1
2024-01-30,alimentos,530,16.02,2,2.77,0,1
2024-01-31,alimentos,508,25.0,2,3.2,0,1
2024-02-01,alimentos,480,21.3,2,2.11,0,1
2024-02-02,alimentos,454,11.32,2,2.2,1,1
2024-02-03,alimentos,418,18.05,2,0.0,0,1
2024-02-04,alimentos,396,9.49,2,2.04,0,1
2024-02-05,alimentos,378,14.38,2,3.33,0,1
2024-02-06,alimentos,353,17.65,2,3.22,0,1
2024-02-07,alimentos,331,15.37,2,1.66,0,1
2024-02-08,alimentos,306,29.52,2,2.97,0,1
2024-02-09,alimentos,282,23.84,2,4.69,0,1
2024-02-10,alimentos,260,18.46,2,0.0,0,1
2024-02-11,alimentos,235,27.23,2,3.0,0,1
2024-02-12,alimentos,211,15.23,2,2.48,0,1
2024-02-13,alimentos,682,18.44,2,0.0,0,1
2024-02-14,alimentos,657,24.37,2,1.7,0,1
2024-02-15,alimentos,632,14.52,2,2.08,0,1
2024-02-16,alimentos,606,23.53,2,0.0,0,1
2024-02-17,alimentos,573,21.56,2,0.0,0,1
2024-02-18,alimentos,547,23.04,2,2.09,0,1
2024-02-19,alimentos,521,29.09,2,0.91,0,1
2024-02-20,alimentos,496,22.38,2,0.0,0,1
2024-02-21,alimentos,471,20.73,2,0.0,0,1
2024-02-22,alimentos,455,12.61,2,1.06,0,1
2024-02-23,alimentos,428,21.15,2,0.0,0,1
2024-02-24,alimentos,392,17.7,2,0.0,0,1
2024-02-25,alimentos,369,19.48,2,1.72,0,1
2024-02-26,alimentos,341,17.73,2,1.55,0,1
2024-02-27,alimentos,327,22.56,2,0.0,0,1
2024-02-28,alimentos,303,15.15,2,0.0,0,1
2024-02-29,alimentos,277,21.16,2,0.0,0,1
2024-03-01,alimentos,253,14.89,2,1.52,0,1
2024-03-02,alimentos,229,11.11,2,2.26,0,1
2024-03-03,alimentos,201,18.39,2,0.0,0,1
2024-03-04,alimentos,654,22.42,2,0.0,0,1
2024-03-05,alimentos,614,16.22,2,0.48,0,1
2024-03-06,alimentos,589,20.78,2,7.55,0,1
2024-03-07,alimentos,562,18.29,2,0.64,0,1
2024-03-08,alimentos,533,14.92,2,0.0,0,1
2024-03-09,alimentos,502,22.89,2,2.95,0,1
2024-03-10,alimentos,473,16.84,2,0.0,0,1
2024-03-11,alimentos,438,21.97,2,0.0,0,1
2024-03-12,alimentos,419,12.8,2,2.05,0,1
2024-03-13,alimentos,390,20.78,2,1.63,0,1
2024-03-14,alimentos,357,23.22,2,0.0,0,1
2024-03-15,alimentos,322,21.86,2,1.75,0,1
2024-03-16,alimentos,287,24.56,2,0.06,0,1
2024-03-17,alimentos,260,23.33,2,0.0,0,1
2024-03-18,alimentos,230,21.6,2,3.29,0,1
2024-03-19,alimentos,202,24.33,2,0.0,0,1
2024-03-20,alimentos,614,18.23,2,1.12,0,1
2024-03-21,alimentos,587,22.71,2,3.65,0,1
2024-03-22,alimentos,557,20.21,2,2.45,0,1
2024-03-23,alimentos,528,29.35,2,0.0,0,1
2024-03-24,alimentos,496,21.47,2,3.48,0,1
2024-03-25,alimentos,467,13.67,2,0.05,0,1
2024-03-26,alimentos,437,21.37,2,0.0,0,1
2024-03-27,alimentos,412,15.34,2,0.68,0,1
2024-03-28,alimentos,371,23.74,2,0.0,0,1
2024-03-29,alimentos,346,23.83,2,0.0,0,1
2024-03-30,alimentos,317,17.05,2,0.0,0,1
2024-03-31,alimentos,289,14.91,2,5.79,0,1
2024-04-01,alimentos,258,20.76,2,2.16,0,1
2024-04-02,alimentos,233,15.58,2,0.0,0,1
2024-04-03,alimentos,208,15.91,2,2.4,0,1
2024-04-04,alimentos,612,17.57,2,2.64,0,1
2024-04-05,alimentos,584,23.22,2,0.0,0,1
2024-04-06,alimentos,556,12.68,2,0.0,0,1
2024-04-07,alimentos,524,16.33,2,0.0,0,1
2024-04-08,alimentos,494,32.09,2,0.0,0,1
2024-04-09,alimentos,468,29.87,2,0.0,0,1
2024-04-10,alimentos,436,26.15,2,1.0,0,1
2024-04-11,alimentos,402,20.32,2,3.7,0,1
2024-04-12,alimentos,379,23.86,2,2.42,0,1
2024-04-13,alimentos,350,18.18,2,1.66,0,1
2024-04-14,alimentos,317,6.58,2,1.37,0,1
2024-04-15,alimentos,285,17.25,2,4.04,0,1
2024-04-16,alimentos,243,17.73,2,2.86,0,1
2024-04-17,alimentos,212,20.24,2,0.0,0,1
2024-04-18,alimentos,452,22.51,2,0.49,0,1
2024-04-19,alimentos,421,28.35,2,0.0,0,1
2024-04-20,alimentos,395,20.26,2,2.99,0,1
2024-04-21,alimentos,361,15.08,2,1.78,0,1
2024-04-22,alimentos,322,19.12,2,0.0,0,1
2024-04-23,alimentos,291,23.32,2,3.6,0,1
2024-04-24,alimentos,262,19.54,2,1.79,0,1
2024-04-25,alimentos,232,16.08,2,6.07,0,1
2024-04-26,alimentos,200,22.72,2,0.0,0,1
2024-04-27,alimentos,498,14.39,2,0.24,0,1
2024-04-28,alimentos,464,15.71,2,0.0,0,1
2024-04-29,alimentos,431,22.18,2,0.0,0,1
2024-04-30,alimentos,403,16.17,2,0.0,0,1
2024-05-01,alimentos,363,18.34,2,1.42,0,1
2024-05-02,alimentos,335,20.18,2,0.0,0,1
2024-05-03,alimentos,316,19.89,2,0.0,0,1
2024-05-04,alimentos,289,15.26,2,0.0,0,1
2024-05-05,alimentos,258,21.74,2,0.17,0,1
2024-05-06,alimentos,231,15.51,2,1.78,0,1
2024-05-07,alimentos,201,28.35,2,0.0,0,1
2024-05-08,alimentos,564,18.09,2,1.86,0,1
2024-05-09,alimentos,539,23.14,2,0.68,0,1
2024-05-10,alimentos,508,23.77,2,0.0,0,1
2024-05-11,alimentos,481,18.33,2,0.49,0,1
2024-05-12,alimentos,454,15.26,2,1.43,0,1
2024-05-13,alimentos,428,23.75,2,2.57,0,1
2024-05-14,alimentos,399,12.99,2,0.1,0,1
2024-05-15,alimentos,364,13.75,2,3.46,0,1
2024-05-16,alimentos,337,23.13,2,3.95,0,1
2024-05-17,alimentos,297,19.1,2,0.85,0,1
2024-05-18,alimentos,266,16.57,2,4.48,0,1
2024-05-19,alimentos,243,17.61,2,0.0,0,1
2024-05-20,alimentos,224,16.12,2,0.0,0,1
2024-05-21,alimentos,488,31.01,2,2.68,0,1
2024-05-22,alimentos,454,25.19,2,4.2,0,1
2024-05-23,alimentos,429,15.98,2,0.0,0,1
2024-05-24,alimentos,397,18.54,2,2.4,0,1
2024-05-25,alimentos,368,23.08,2,3.67,0,1
2024-05-26,alimentos,343,15.22,2,0.0,0,1
2024-05-27,alimentos,314,17.31,2,0.0,0,1
2024-05-28,alimentos,293,18.61,2,0.99,0,1
2024-05-29,alimentos,256,15.69,2,0.0,0,1
2024-05-30,alimentos,228,25.58,2,0.0,0,1
2024-05-31,alimentos,204,16.53,2,2.39,0,1
2024-06-01,alimentos,530,19.52,2,0.63,0,1
2024-06-02,alimentos,506,20.68,2,0.0,0,1
2024-06-03,alimentos,483,28.03,2,2.16,0,1
2024-06-04,alimentos,460,19.67,2,0.5,0,1
2024-06-05,alimentos,426,30.78,2,2.88,0,1
2024-06-06,alimentos,391,18.29,2,1.76,0,1
2024-06-07,alimentos,373,19.0,2,0.0,0,1
2024-06-08,alimentos,353,24.78,2,2.75,0,1
2024-06-09,alimentos,335,29.7,2,2.79,0,1
2024-06-10,alimentos,311,18.78,2,0.37,0,1
2024-06-11,alimentos,290,26.28,2,4.09,0,1
2024-06-12,alimentos,273,24.34,2,1.22,0,1
2024-06-13,alimentos,255,16.3,2,1.91,0,1
2024-06-14,alimentos,224,20.01,2,0.61,0,1
2024-06-15,alimentos,595,19.9,2,0.0,0,1
2024-06-16,alimentos,573,14.94,2,2.6,0,1
2024-06-17,alimentos,556,20.92,2,0.83,0,1
2024-06-18,alimentos,539,20.5,2,0.0,0,1
2024-06-19,alimentos,520,21.97,2,1.63,0,1
2024-06-20,alimentos,488,20.45,2,1.55,0,1
2024-06-21,alimentos,468,16.76,2,0.98,0,1
2024-06-22,alimentos,449,32.33,2,0.34,0,1
2024-06-23,alimentos,430,21.18,2,0.83,0,1
2024-06-24,alimentos,407,26.6,2,0.0,0,1
2024-06-25,alimentos,386,22.29,2,1.03,0,1
2024-06-26,alimentos,369,27.63,2,0.0,0,1
2024-06-27,alimentos,352,16.22,2,0.0,0,1
2024-06-28,alimentos,327,19.66,2,0.0,0,1
2024-06-29,alimentos,314,17.86,2,2.55,0,1
2024-06-30,alimentos,295,17.24,2,0.0,0,1
2024-07-01,alimentos,268,21.44,2,0.78,0,1
2024-07-02,alimentos,244,18.87,2,0.0,0,1
2024-07-03,alimentos,224,12.96,2,1.2,0,1
2024-07-04,alimentos,613,18.59,2,2.38,0,1
2024-07-05,alimentos,595,18.17,2,1.68,0,1
2024-07-06,alimentos,576,24.5,2,0.0,0,1
2024-07-07,alimentos,558,12.87,2,1.17,0,1
2024-07-08,alimentos,549,17.54,2,0.0,0,1
2024-07-09,alimentos,528,16.35,2,1.32,0,1
2024-07-10,alimentos,508,23.82,2,0.0,0,1
2024-07-11,alimentos,487,17.37,2,2.88,0,1
2024-07-12,alimentos,476,25.33,2,3.2,0,1
2024-07-13,alimentos,460,19.86,2,0.3,0,1
2024-07-14,alimentos,443,22.55,2,0.0,0,1
2024-07-15,alimentos,437,25.63,2,0.0,0,1
2024-07-16,alimentos,431,14.09,2,5.35,0,1
2024-07-17,alimentos,413,18.86,2,1.52,0,1
2024-07-18,alimentos,397,22.21,2,0.11,0,1
2024-07-19,alimentos,370,21.09,2,0.0,0,1
2024-07-20,alimentos,361,13.62,2,0.0,0,1
2024-07-21,alimentos,342,23.58,2,2.34,0,1
2024-07-22,alimentos,328,20.34,2,1.49,0,1
2024-07-23,alimentos,306,20.74,2,0.0,0,1
2024-07-24,alimentos,287,18.99,2,1.44,0,1
2024-07-25,alimentos,275,4.19,2,1.88,0,1
2024-07-26,alimentos,255,22.83,2,1.24,0,1
2024-07-27,alimentos,235,23.04,2,4.25,0,1
2024-07-28,alimentos,226,17.99,2,0.0,0,1
2024-07-29,alimentos,215,12.68,2,0.0,0,1
2024-07-30,alimentos,644,17.42,2,1.45,0,1
2024-07-31,alimentos,635,25.07,2,0.09,0,1
2024-08-01,alimentos,617,18.06,2,0.61,0,1
2024-08-02,alimentos,603,20.21,2,1.78,0,1
2024-08-03,alimentos,584,18.43,2,0.0,0,1
2024-08-04,alimentos,560,21.68,2,0.0,0,1
2024-08-05,alimentos,544,13.52,2,2.25,0,1
2024-08-06,alimentos,532,19.09,2,1.03,0,1
2024-08-07,alimentos,521,25.58,2,3.77,0,1
2024-08-08,alimentos,519,15.51,2,2.39,0,1
2024-08-09,alimentos,507,18.73,2,1.11,0,1
2024-08-10,alimentos,504,25.36,2,0.0,0,1
2024-08-11,alimentos,488,23.83,2,4.5,0,1
2024-08-12,alimentos,475,22.36,2,0.0,0,1
2024-08-13,alimentos,464,22.04,2,0.49,0,1
2024-08-14,alimentos,442,21.97,2,0.0,0,1
2024-08-15,alimentos,428,18.95,2,0.68,0,1
2024-08-16,alimentos,421,25.61,2,1.0,0,1
2024-08-17,alimentos,411,17.76,2,0.0,0,1
2024-08-18,alimentos,392,15.13,2,0.0,0,1
2024-08-19,alimentos,392,13.18,2,0.0,0,1
2024-08-20,alimentos,379,17.02,2,0.72,0,1
2024-08-21,alimentos,368,16.95,2,1.7,0,1
2024-08-22,alimentos,350,16.54,2,1.54,0,1
2024-08-23,alimentos,335,14.22,2,0.0,0,1
2024-08-24,alimentos,329,21.97,2,0.0,0,1
2024-08-25,alimentos,322,15.37,2,3.44,0,1
2024-08-26,alimentos,312,22.84,2,0.0,0,1
2024-08-27,alimentos,298,23.71,2,2.08,0,1
2024-08-28,alimentos,291,32.97,2,0.0,0,1
2024-08-29,alimentos,278,17.83,2,1.12,0,1
2024-08-30,alimentos,259,19.3,2,3.27,0,1
2024-08-31,alimentos,244,16.37,2,0.57,0,1
2024-09-01,alimentos,233,14.24,2,1.74,0,1
2024-09-02,alimentos,219,18.0,2,0.93,0,1
2024-09-03,alimentos,455,16.22,2,1.12,0,1
2024-09-04,alimentos,448,14.18,2,0.74,0,1
2024-09-05,alimentos,439,21.28,2,1.51,0,1
2024-09-06,alimentos,432,14.74,2,0.0,0,1
2024-09-07,alimentos,417,22.93,2,0.0,0,1
2024-09-08,alimentos,402,24.38,2,0.0,0,1
2024-09-09,alimentos,394,15.78,2,2.31,0,1
2024-09-10,alimentos,377,27.09,2,5.32,0,1
2024-09-11,alimentos,371,22.11,2,2.77,0,1
2024-09-12,alimentos,360,19.74,2,2.17,0,1
2024-09-13,alimentos,350,11.21,2,0.0,0,1
2024-09-14,alimentos,328,11.53,2,0.0,0,1
2024-09-15,alimentos,322,27.96,2,0.0,0,1
2024-09-16,alimentos,312,26.7,2,0.0,0,1
2024-09-17,alimentos,310,28.1,2,0.67,0,1
2024-09-18,alimentos,310,29.39,2,0.0,0,1
2024-09-19,alimentos,299,26.97,2,1.19,0,1
2024-09-20,alimentos,290,21.29,2,1.82,0,1
2024-09-21,alimentos,281,22.9,2,0.0,0,1
2024-09-22,alimentos,262,16.68,2,0.0,0,1
2024-09-23,alimentos,251,21.29,2,3.2,0,1
2024-09-24,alimentos,235,23.83,2,1.71,0,1
2024-09-25,alimentos,220,23.92,2,0.78,0,1
2024-09-26,alimentos,509,19.47,2,1.01,0,1
2024-09-27,alimentos,499,9.95,2,2.45,0,1
2024-09-28,alimentos,489,12.53,2,0.0,0,1
2024-09-29,alimentos,486,22.48,2,2.66,0,1
2024-09-30,alimentos,474,17.57,2,1.96,0,1
2024-10-01,alimentos,461,23.43,2,3.71,0,1
2024-10-02,alimentos,456,14.01,2,3.83,0,1
2024-10-03,alimentos,452,26.91,2,2.05,0,1
2024-10-04,alimentos,442,15.41,2,3.01,0,1
2024-10-05,alimentos,425,27.48,2,0.71,0,1
2024-10-06,alimentos,409,12.34,2,2.23,0,1
2024-10-07,alimentos,399,23.12,2,0.0,0,1
2024-10-08,alimentos,384,15.44,2,3.3,0,1
2024-10-09,alimentos,376,20.06,2,1.04,0,1
2024-10-10,alimentos,368,25.48,2,0.0,0,1
2024-10-11,alimentos,359,24.61,2,2.4,0,1
2024-10-12,alimentos,350,15.98,2,3.03,0,1
2024-10-13,alimentos,337,17.04,2,1.13,0,1
2024-10-14,alimentos,323,12.24,2,0.19,0,1
2024-10-15,alimentos,317,11.14,2,0.0,0,1
2024-10-16,alimentos,303,15.93,2,0.56,0,1
2024-10-17,alimentos,289,15.83,2,3.92,0,1
2024-10-18,alimentos,280,12.57,2,0.0,0,1
2024-10-19,alimentos,268,19.07,2,0.0,0,1
2024-10-20,alimentos,252,19.94,2,2.95,0,1
2024-10-21,alimentos,244,20.03,2,0.0,0,1
2024-10-22,alimentos,239,16.11,2,0.0,0,1
2024-10-23,alimentos,226,17.2,2,2.09,0,1
2024-10-24,alimentos,210,18.52,2,2.25,0,1
2024-10-25,alimentos,606,24.19,2,0.0,0,1
2024-10-26,alimentos,597,16.72,2,2.39,0,1
2024-10-27,alimentos,576,11.71,2,2.34,0,1
2024-10-28,alimentos,563,18.49,2,0.0,0,1
2024-10-29,alimentos,551,17.92,2,0.71,0,1
2024-10-30,alimentos,540,12.02,2,2.53,0,1
2024-10-31,alimentos,531,18.1,2,0.2,0,1
2024-11-01,alimentos,512,15.68,2,0.0,0,1
2024-11-02,alimentos,496,19.71,2,2.15,0,1
2024-11-03,alimentos,486,22.2,2,3.19,0,1
2024-11-04,alimentos,474,17.42,2,1.25,0,1
2024-11-05,alimentos,464,22.66,2,0.0,0,1
2024-11-06,alimentos,455,18.57,2,0.71,0,1
2024-11-07,alimentos,439,18.78,2,0.0,0,1
2024-11-08,alimentos,433,18.55,2,0.0,0,1
2024-11-09,alimentos,422,19.13,2,2.32,0,1
2024-11-10,alimentos,419,13.22,2,2.62,0,1
2024-11-11,alimentos,401,10.95,2,2.36,0,1
2024-11-12,alimentos,389,25.69,2,0.84,0,1
2024-11-13,alimentos,376,21.16,2,3.55,0,1
2024-11-14,alimentos,353,17.39,2,0.86,0,1
2024-11-15,alimentos,346,25.42,2,0.88,0,1
2024-11-16,alimentos,332,34.42,2,0.0,0,1
2024-11-17,alimentos,323,12.6,2,0.09,0,1
2024-11-18,alimentos,309,19.91,2,0.0,0,1
2024-11-19,alimentos,303,23.44,2,3.38,0,1
2024-11-20,alimentos,293,11.95,2,0.74,0,1
2024-11-21,alimentos,283,12.47,2,3.29,0,1
2024-11-22,alimentos,266,24.86,2,0.0,0,1
2024-11-23,alimentos,252,19.83,2,0.68,0,1
2024-11-24,alimentos,239,16.63,2,0.0,0,1
2024-11-25,alimentos,227,11.9,2,0.0,0,1
2024-11-26,alimentos,221,21.73,2,3.27,0,1
2024-11-27,alimentos,611,13.09,2,2.56,0,1
2024-11-28,alimentos,603,15.01,2,1.14,0,1
2024-11-29,alimentos,587,15.32,2,2.0,0,1
2024-11-30,alimentos,579,18.41,2,0.0,0,1
2024-12-01,alimentos,560,14.59,2,0.0,0,1
2024-12-02,alimentos,549,15.35,2,0.0,0,1
2024-12-03,alimentos,530,24.82,2,0.0,0,1
2024-12-04,alimentos,508,20.94,2,0.07,0,1
2024-12-05,alimentos,492,20.18,2,1.09,0,1
2024-12-06,alimentos,473,22.28,2,0.13,0,1
2024-12-07,alimentos,460,14.8,2,3.98,0,1
2024-12-08,alimentos,447,21.92,2,0.0,0,1
2024-12-09,alimentos,435,22.23,2,1.98,0,1
2024-12-10,alimentos,420,14.98,2,0.0,0,1
2024-12-11,alimentos,400,23.08,2,0.0,0,1
2024-12-12,alimentos,384,21.28,2,3.94,0,1
2024-12-13,alimentos,363,21.41,2,0.0,0,1
2024-12-14,alimentos,345,28.43,2,0.0,0,1
2024-12-15,alimentos,329,20.71,2,0.0,0,1
2024-12-16,alimentos,307,15.48,2,0.14,0,1
2024-12-17,alimentos,293,20.75,2,0.67,0,1
2024-12-18,alimentos,278,20.17,2,0.29,0,1
2024-12-19,alimentos,259,14.56,2,0.0,0,1
2024-12-20,alimentos,238,9.98,2,0.0,0,1
2024-12-21,alimentos,217,19.77,2,2.63,0,1
2024-12-22,alimentos,569,24.82,2,2.39,0,1
2024-12-23,alimentos,552,24.86,2,1.07,0,1
2024-12-24,alimentos,535,21.51,2,0.0,0,1
2024-12-25,alimentos,515,27.95,2,0.69,0,1
2024-12-26,alimentos,495,20.97,2,0.0,0,1
2024-12-27,alimentos,471,19.11,2,3.06,0,1
2024-12-28,alimentos,446,21.12,2,2.71,0,1
2024-12-29,alimentos,416,16.43,2,0.96,0,1
2024-12-30,alimentos,394,13.76,2,0.0,0,1
2024-01-01,alimentos,534,15.21,8,1.43,0,1
2024-01-02,alimentos,505,17.7,8,1.81,0,1
2024-01-03,alimentos,477,24.43,8,0.79,0,1
2024-01-04,alimentos,453,13.26,8,0.0,1,1
2024-01-05,alimentos,434,15.23,8,2.64,0,1
2024-01-06,alimentos,409,24.13,8,1.85,0,1
2024-01-07,alimentos,394,18.32,8,0.0,0,1
2024-01-08,alimentos,367,19.1,8,0.83,0,1
2024-01-09,alimentos,348,18.23,8,0.0,0,1
2024-01-10,alimentos,321,29.76,8,0.01,0,1
2024-01-11,alimentos,300,22.9,8,0.09,0,1
2024-01-12,alimentos,286,21.36,8,0.0,0,1
2024-01-13,alimentos,263,21.49,8,0.0,1,1
2024-01-14,alimentos,239,22.15,8,3.03,0,1
2024-01-15,alimentos,435,29.34,8,0.0,0,1
2024-01-16,alimentos,415,18.23,8,1.82,0,1
2024-01-17,alimentos,391,20.94,8,1.0,0,1
2024-01-18,alimentos,361,20.25,8,2.59,0,1
2024-01-19,alimentos,346,24.62,8,0.0,0,1
2024-01-20,alimentos,322,28.62,8,1.45,0,1
2024-01-21,alimentos,302,17.16,8,2.81,0,1
2024-01-22,alimentos,286,22.77,8,6.01,1,1
2024-01-23,alimentos,265,20.98,8,1.38,0,1
2024-01-24,alimentos,240,13.14,8,1.34,0,1
2024-01-25,alimentos,677,24.95,8,0.0,0,1
2024-01-26,alimentos,656,27.92,8,3.45,0,1
2024-01-27,alimentos,640,24.2,8,0.0,0,1
2024-01-28,alimentos,620,17.34,8,0.23,1,1
2024-01-29,alimentos,602,13.32,8,0.0,0,1
2024-01-30,alimentos,583,23.31,8,0.0,0,1
2024-01-31,alimentos,551,14.7,8,0.0,0,1
2024-02-01,alimentos,530,15.2,8,0.29,0,1
2024-02-02,alimentos,507,21.55,8,0.75,1,1
2024-02-03,alimentos,477,23.78,8,0.0,0,1
2024-02-04,alimentos,451,18.42,8,2.23,0,1
2024-02-05,alimentos,436,19.07,8,0.0,0,1
2024-02-06,alimentos,405,19.54,8,0.0,0,1
2024-02-07,alimentos,380,15.52,8,0.09,0,1
2024-02-08,alimentos,354,18.2,8,1.14,0,1
2024-02-09,alimentos,335,12.01,8,0.0,0,1
2024-02-10,alimentos,306,23.78,8,0.35,0,1
2024-02-11,alimentos,270,34.04,8,0.0,0,1
2024-02-12,alimentos,248,20.4,8,2.06,0,1
2024-02-13,alimentos,638,26.06,8,0.0,0,1
2024-02-14,alimentos,614,18.79,8,1.24,0,1
2024-02-15,alimentos,585,13.37,8,2.76,0,1
2024-02-16,alimentos,554,31.36,8,0.0,0,1
2024-02-17,alimentos,530,15.87,8,0.0,0,1
2024-02-18,alimentos,497,24.84,8,2.37,0,1
2024-02-19,alimentos,472,21.18,8,0.8,0,1
2024-02-20,alimentos,443,26.04,8,1.83,0,1
2024-02-21,alimentos,416,19.76,8,1.43,0,1
2024-02-22,alimentos,390,14.28,8,0.74,0,1
2024-02-23,alimentos,371,16.78,8,0.1,0,1
2024-02-24,alimentos,343,31.86,8,0.73,0,1
2024-02-25,alimentos,320,21.7,8,2.9,0,1
2024-02-26,alimentos,299,30.99,8,1.75,0,1
2024-02-27,alimentos,276,18.26,8,0.0,0,1
2024-02-28,alimentos,245,23.67,8,0.0,0,1
2024-02-29,alimentos,645,13.68,8,1.64,0,1
2024-03-01,alimentos,616,20.25,8,0.0,0,1
2024-03-02,alimentos,588,31.22,8,0.0,0,1
2024-03-03,alimentos,553,16.18,8,0.0,0,1
2024-03-04,alimentos,519,16.65,8,1.85,0,1
2024-03-05,alimentos,487,24.24,8,2.67,0,1
2024-03-06,alimentos,458,20.67,8,0.31,0,1
2024-03-07,alimentos,429,29.58,8,0.0,0,1
2024-03-08,alimentos,402,18.9,8,0.25,0,1
2024-03-09,alimentos,367,20.44,8,6.73,0,1
2024-03-10,alimentos,339,21.68,8,2.3,0,1
2024-03-11,alimentos,306,14.72,8,0.0,0,1
2024-03-12,alimentos,266,13.61,8,0.06,0,1
2024-03-13,alimentos,240,13.15,8,0.0,0,1
2024-03-14,alimentos,598,3.56,8,0.61,0,1
2024-03-15,alimentos,575,19.67,8,0.0,0,1
2024-03-16,alimentos,535,13.6,8,0.28,0,1
2024-03-17,alimentos,498,17.4,8,0.0,0,1
2024-03-18,alimentos,466,25.2,8,1.39,0,1
2024-03-19,alimentos,436,15.37,8,1.17,0,1
2024-03-20,alimentos,400,23.55,8,2.83,0,1
2024-03-21,alimentos,373,12.2,8,0.0,0,1
2024-03-22,alimentos,348,16.67,8,0.0,0,1
2024-03-23,alimentos,325,28.81,8,2.45,0,1
2024-03-24,alimentos,298,17.96,8,1.6,0,1
2024-03-25,alimentos,253,26.54,8,1.42,0,1
2024-03-26,alimentos,481,31.88,8,1.62,0,1
2024-03-27,alimentos,450,18.01,8,2.09,0,1
2024-03-28,alimentos,426,16.77,8,4.32,0,1
2024-03-29,alimentos,390,9.3,8,4.08,0,1
2024-03-30,alimentos,355,21.56,8,0.0,0,1
2024-03-31,alimentos,326,22.0,8,2.15,0,1
2024-04-01,alimentos,288,23.95,8,0.0,0,1
2024-04-02,alimentos,265,27.06,8,1.45,0,1
2024-04-03,alimentos,237,14.97,8,1.32,0,1
2024-04-04,alimentos,499,29.46,8,1.29,0,1
2024-04-05,alimentos,473,18.69,8,5.84,0,1
2024-04-06,alimentos,443,21.92,8,2.5,0,1
2024-04-07,alimentos,412,19.76,8,0.76,0,1
2024-04-08,alimentos,383,16.24,8,0.0,0,1
2024-04-09,alimentos,347,14.11,8,1.28,0,1
2024-04-10,alimentos,311,21.15,8,4.2,0,1
